time,component_count,norm,hamiltonian,momentum_x,momentum_y,angular_momentum,peak_density
13.200000000000001,2,29.802404549027038,-0.7910866266420112,-5.225575911023926e-05,-9.306531240094174e-12,-0.0005220023433220866,1.2629057635937826
13.3,2,29.802404549027123,-0.7910866108001655,-5.2259490368467e-05,-1.2506055219185797e-11,-0.0012775345422849638,1.264801061065728
13.4,2,29.8024045490272,-0.7910867790042008,-5.226499650979981e-05,-1.4412863263979503e-11,-0.002277045300137781,1.264238689233831
13.5,2,29.802404549027273,-0.791086974796493,-5.226069669721049e-05,-1.5327409480514476e-11,-0.003510202249436961,1.264745687162709
13.6,2,29.80240454902736,-0.7910870567162929,-5.224153567942938e-05,-1.5991114682423202e-11,-0.0048931976873313465,1.2669250627008362
13.700000000000001,2,29.80240454902744,-0.7910869797494631,-5.222537707151413e-05,-1.5412020618055244e-11,-0.006258808183318837,1.2648744181052398
13.8,2,29.80240454902753,-0.7910868316245853,-5.222449417346259e-05,-8.379451646445268e-12,-0.007538054891697427,1.2740890583166031
13.9,2,29.802404549027607,-0.7910867157166875,-5.223054216699219e-05,-5.214188456004187e-12,-0.008684263252579927,1.284969163384911
14.0,2,29.802404549027695,-0.7910866162573731,-5.223712357172762e-05,-3.467755596564537e-12,-0.009710043608297803,1.2853499600427805
14.1,2,29.802404549027777,-0.7910865297403896,-5.224446487936754e-05,-3.0033701220455455e-12,-0.010716176671736466,1.2766698504090306
14.200000000000001,2,29.802404549027862,-0.7910865300218575,-5.2248633885436727e-05,-3.178143512250209e-12,-0.011675326998952795,1.2737787066574524
14.3,2,29.802404549027944,-0.7910866555435575,-5.224777664780515e-05,-7.305614446728725e-12,-0.01262240891782146,1.2694003741540627
14.4,2,29.802404549028026,-0.7910868933321303,-5.2249898623707436e-05,-7.477178598502832e-12,-0.01358958825288109,1.2643189926361045
14.5,2,29.802404549028118,-0.791087167884479,-5.224549868487402e-05,-6.553828660327277e-12,-0.01449941568882479,1.260304306361879
14.6,2,29.80240454902821,-0.7910872847951401,-5.223811166679346e-05,-6.630243229444055e-12,-0.015473432496025674,1.257611975192477
14.700000000000001,2,29.802404549028296,-0.7910871439456392,-5.2235233609972814e-05,-6.34939149868341e-12,-0.016554299783430593,1.2579252810989354
14.8,2,29.802404549028378,-0.7910868457005652,-5.2241209031215693e-05,-4.511755552494279e-12,-0.017645619641881716,1.268800763698036
14.9,2,29.802404549028473,-0.7910865879608255,-5.2239983860556324e-05,-2.6156160570778297e-12,-0.01883792836670506,1.2882404160994751
15.0,2,29.80240454902856,-0.7910864316239731,-5.223552104402507e-05,-2.8650692929232946e-12,-0.020037115212295786,1.3080779527594504
